,tokens,labels
10084,"['They', 'had', 'taken', 'his', 'sword', 'and', 'stripped', 'him', 'of', 'his', 'tools', ':', 'key', ',', 'coin', ',', 'and', 'candle', 'were', 'all', 'gone', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
10085,"['But', 'that', 'were', ""n't"", 'even', 'the', 'worst', 'of', 'it', ',', 'you', 'see', '...', '""']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
10086,"['Cob', 'paused', 'for', 'effect', ',', '""', '...', 'cause', 'the', 'lamps', 'on', 'the', 'wall', 'were', 'burning', 'blue', '!', '""']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
10087,"['Graham', ',', 'Jake', ',', 'and', 'Shep', 'nodded', 'to', 'themselves', '.']","[1, 0, 1, 0, 0, 1, 0, 0, 0, 0]"
10088,"['The', 'three', 'friends', 'had', 'grown', 'up', 'together', ',', 'listening', 'to', 'Cob', ""'s"", 'stories', 'and', 'ignoring', 'his', 'advice', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
10089,"['Cob', 'peered', 'closely', 'at', 'the', 'newer', ',', 'more', 'attentive', 'member', 'of', 'his', 'small', 'audience', ',', 'the', 'smith', ""'s"", 'prentice', '.']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
10090,"['""', 'Do', 'you', 'know', 'what', 'that', 'meant', ',', 'boy', '?', '""']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
10091,"['Everyone', 'called', 'the', 'smith', ""'s"", 'prentice', ""'"", 'boy', ""'"", 'despite', 'the', 'fact', 'that', 'he', 'was', 'a', 'hand', 'taller', 'than', 'anyone', 'there', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
10092,"['Small', 'towns', 'being', 'what', 'they', 'are', ',', 'he', 'would', 'most', 'likely', 'remain', ""'"", 'boy', ""'"", 'until', 'his', 'beard', 'filled', 'out', 'or', 'he', 'bloodied', 'someone', ""'s"", 'nose', 'over', 'the', 'matter', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
10093,"['The', 'boy', 'gave', 'a', 'slow', 'nod', '.']","[0, 0, 0, 0, 0, 0, 0]"
10094,"['""', 'The', 'Chandrian', '.', '""']","[0, 0, 0, 0, 0]"
10095,"['""', 'That', ""'s"", 'right', ',', '""']","[0, 0, 0, 0, 0, 0]"
10096,"['Cob', 'said', 'approvingly', '.']","[1, 0, 0, 0]"
10097,"['""', 'The', 'Chandrian', '.']","[0, 0, 0, 0]"
10098,"['Everyone', 'knows', 'that', 'blue', 'fire', 'is', 'one', 'of', 'their', 'signs', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
10099,"['Now', 'he', 'was', '--', '""']","[0, 0, 0, 0, 0]"
10100,"['""', 'But', 'how', ""'d"", 'they', 'find', 'him', '?', '""']","[0, 0, 0, 0, 0, 0, 0, 0, 0]"
10101,"['the', 'boy', 'interrupted', '.']","[0, 0, 0, 0]"
10102,"['""', 'And', 'why', 'di', ""n't"", 'they', 'kill', 'him', 'when', 'they', 'had', 'the', 'chance', '?', '""']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
10103,"['""', 'Hush', 'now', ',', 'you', ""'ll"", 'get', 'all', 'the', 'answers', 'before', 'the', 'end', ',', '""']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
10104,"['Jake', 'said', '.']","[1, 0, 0]"
10105,"['""', 'Just', 'let', 'him', 'tell', 'it', '.', '""']","[0, 0, 0, 0, 0, 0, 0, 0]"
10106,"['""', 'No', 'need', 'for', 'all', 'that', ',', 'Jake', ',', '""']","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
10107,"['Graham', 'said', '.']","[1, 0, 0]"
10108,"['""', 'Boy', ""'s"", 'just', 'curious', '.']","[0, 0, 0, 0, 0, 0]"
10109,"['Drink', 'your', 'drink', '.', '""']","[0, 0, 0, 0, 0]"
10110,"['""', 'I', 'drank', 'me', 'drink', 'already', ',', '""']","[0, 0, 0, 0, 0, 0, 0, 0]"
10111,"['Jake', 'grumbled', '.']","[1, 0, 0]"
10112,"['""', 'I', 'need', 't', 'â€™n', 'other', 'but', 'the', 'innkeep', ""'s"", 'still', 'skinning', 'rats', 'in', 'the', 'back', 'room', '.', '""']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
10113,"['He', 'raised', 'his', 'voice', 'and', 'knocked', 'his', 'empty', 'mug', 'hollowly', 'on', 'the', 'top', 'of', 'the', 'mahogany', 'bar', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
10114,"['""', 'Hoy', '!']","[0, 0, 0]"
10115,"['We', ""'re"", 'thirsty', 'men', 'in', 'here', '!', '""']","[0, 0, 0, 0, 0, 0, 0, 0]"
10116,"['The', 'innkeeper', 'appeared', 'with', 'five', 'bowls', 'of', 'stew', 'and', 'two', 'warm', ',', 'round', 'loaves', 'of', 'bread', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
10117,"['He', 'pulled', 'more', 'beer', 'for', 'Jake', ',', 'Shep', ',', 'and', 'Old', 'Cob', ',', 'moving', 'with', 'an', 'air', 'of', 'bustling', 'efficiency', '.']","[0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
10118,"['The', 'story', 'was', 'set', 'aside', 'while', 'the', 'men', 'tended', 'to', 'their', 'dinners', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
10119,"['Old', 'Cob', 'tucked', 'away', 'his', 'bowl', 'of', 'stew', 'with', 'the', 'predatory', 'efficiency', 'of', 'a', 'lifetime', 'bachelor', '.']","[1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
10120,"['The', 'others', 'were', 'still', 'blowing', 'steam', 'off', 'their', 'bowls', 'when', 'he', 'finished', 'the', 'last', 'of', 'his', 'loaf', 'and', 'returned', 'to', 'his', 'story', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
10121,"['""', 'Now', 'Taborlin', 'needed', 'to', 'escape', ',', 'but', 'when', 'he', 'looked', 'around', ',', 'he', 'saw', 'his', 'cell', 'had', 'no', 'door', '.']","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
10122,"['No', 'windows', '.']","[0, 0, 0]"
10123,"['All', 'around', 'him', 'was', 'nothing', 'but', 'smooth', ',', 'hard', 'stone', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
10124,"['It', 'was', 'a', 'cell', 'no', 'man', 'had', 'ever', 'escaped', '.', '""']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
10125,"['""', 'But', 'Taborlin', 'knew', 'the', 'names', 'of', 'all', 'things', ',', 'and', 'so', 'all', 'things', 'were', 'his', 'to', 'command', '.']","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
10126,"['He', 'said', 'to', 'the', 'stone', ':', ""'"", 'Break', '!']","[0, 0, 0, 0, 0, 0, 0, 0, 0]"
10127,"[""'"", 'and', 'the', 'stone', 'broke', '.']","[0, 0, 0, 0, 0, 0]"
10128,"['The', 'wall', 'tore', 'like', 'a', 'piece', 'of', 'paper', ',', 'and', 'through', 'that', 'hole', 'Taborlin', 'could', 'see', 'the', 'sky', 'and', 'breathe', 'the', 'sweet', 'spring', 'air', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
10129,"['He', 'stepped', 'to', 'the', 'edge', ',', 'looked', 'down', ',', 'and', 'without', 'a', 'second', 'thought', 'he', 'stepped', 'out', 'into', 'the', 'open', 'air', '...', '.', '""']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
10130,"['The', 'boy', ""'s"", 'eyes', 'went', 'wide', '.']","[0, 0, 0, 0, 0, 0, 0]"
10131,"['""', 'He', 'did', ""n't"", '!', '""']","[0, 0, 0, 0, 0, 0]"
10132,"['Cob', 'nodded', 'seriously', '.']","[1, 0, 0, 0]"
10133,"['""', 'So', 'Taborlin', 'fell', ',', 'but', 'he', 'did', 'not', 'despair', '.']","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
10134,"['For', 'he', 'knew', 'the', 'name', 'of', 'the', 'wind', ',', 'and', 'so', 'the', 'wind', 'obeyed', 'him', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
10135,"['He', 'spoke', 'to', 'the', 'wind', 'and', 'it', 'cradled', 'and', 'caressed', 'him', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
10136,"['It', 'bore', 'him', 'to', 'the', 'ground', 'as', 'gently', 'as', 'a', 'puff', 'of', 'thistledown', 'and', 'set', 'him', 'on', 'his', 'feet', 'softly', 'as', 'a', 'mother', ""'s"", 'kiss', '.', '""']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
10137,"['""', 'And', 'when', 'he', 'got', 'to', 'the', 'ground', 'and', 'felt', 'his', 'side', 'where', 'they', ""'d"", 'stabbed', 'him', ',', 'he', 'saw', 'that', 'it', 'were', ""n't"", 'hardly', 'a', 'scratch', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
10138,"['Now', 'maybe', 'it', 'was', 'just', 'a', 'piece', 'of', 'luck', ',', '""']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
10139,"['Cob', 'tapped', 'the', 'side', 'of', 'his', 'nose', 'knowingly', '.']","[1, 0, 0, 0, 0, 0, 0, 0, 0]"
10140,"['""', 'Or', 'maybe', 'it', 'had', 'something', 'to', 'do', 'with', 'the', 'amulet', 'he', 'was', 'wearing', 'under', 'his', 'shirt', '.', '""']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
10141,"['""', 'What', 'amulet', '?', '""']","[0, 0, 0, 0, 0]"
10142,"['the', 'boy', 'asked', 'eagerly', 'through', 'a', 'mouthful', 'of', 'stew', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
10143,"['Old', 'Cob', 'leaned', 'back', 'on', 'his', 'stool', ',', 'glad', 'for', 'the', 'chance', 'to', 'elaborate', '.']","[1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
10144,"['""', 'A', 'few', 'days', 'earlier', ',', 'Taborlin', 'had', 'met', 'a', 'tinker', 'on', 'the', 'road', '.']","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
10145,"['And', 'even', 'though', 'Taborlin', 'did', ""n't"", 'have', 'much', 'to', 'eat', ',', 'he', 'shared', 'his', 'dinner', 'with', 'the', 'old', 'man', '.', '""']","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
10146,"['""', 'Right', 'sensible', 'thing', 'to', 'do', ',', '""']","[0, 0, 0, 0, 0, 0, 0, 0]"
10147,"['Graham', 'said', 'quietly', 'to', 'the', 'boy', '.']","[1, 0, 0, 0, 0, 0, 0]"
10148,"['""', 'Everyone', 'knows', ':', ""'"", 'A', 'tinker', 'pays', 'for', 'kindness', 'twice', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
10149,"[""'"", '""']","[0, 0]"
10150,"['""', 'No', 'no', ',', '""']","[0, 0, 0, 0, 0]"
10151,"['Jake', 'grumbled', '.']","[1, 0, 0]"
10152,"['""', 'Get', 'it', 'right', ':', ""'"", 'A', 'tinker', ""'s"", 'advice', 'pays', 'kindness', 'twice', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
10153,"[""'"", '""']","[0, 0]"
10154,"['The', 'innkeeper', 'spoke', 'up', 'for', 'the', 'first', 'time', 'that', 'night', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
10155,"['""', 'Actually', ',', 'you', ""'re"", 'missing', 'more', 'than', 'half', ',', '""']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
10156,"['he', 'said', ',', 'standing', 'in', 'the', 'doorway', 'behind', 'the', 'bar', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
10157,"['""', 'A', 'tinker', ""'s"", 'debt', 'is', 'always', 'paid', ':', 'Once', 'for', 'any', 'simple', 'trade', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
10158,"['Twice', 'for', 'freely-given', 'aid', '.']","[0, 0, 0, 0, 0]"
10159,"['Thrice', 'for', 'any', 'insult', 'made', '.', '""']","[0, 0, 0, 0, 0, 0, 0]"
10160,"['The', 'men', 'at', 'the', 'bar', 'seemed', 'almost', 'surprised', 'to', 'see', 'Kote', 'standing', 'there', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
10161,"['They', ""'d"", 'been', 'coming', 'to', 'the', 'Waystone', 'every', 'Felling', 'night', 'for', 'months', 'and', 'Kote', 'had', 'never', 'interjected', 'anything', 'of', 'his', 'own', 'before', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
10162,"['Not', 'that', 'you', 'could', 'expect', 'anything', 'else', ',', 'really', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
10163,"['He', ""'d"", 'only', 'been', 'in', 'town', 'for', 'a', 'year', 'or', 'so', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
10164,"['He', 'was', 'still', 'a', 'stranger', '.']","[0, 0, 0, 0, 0, 0]"
10165,"['The', 'smith', ""'s"", 'prentice', 'had', 'lived', 'here', 'since', 'he', 'was', 'eleven', ',', 'and', 'he', 'was', 'still', 'referred', 'to', 'as', '""', 'that', 'Rannish', 'boy', ',', '""']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
10166,"['as', 'if', 'Rannish', 'were', 'some', 'foreign', 'country', 'and', 'not', 'a', 'town', 'less', 'than', 'thirty', 'miles', 'away', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
10167,"['""', 'Just', 'something', 'I', 'heard', 'once', ',', '""']","[0, 0, 0, 0, 0, 0, 0, 0]"
10168,"['Kote', 'said', 'to', 'fill', 'the', 'silence', ',', 'obviously', 'embarrassed', '.']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
10169,"['Old', 'Cob', 'nodded', 'before', 'he', 'cleared', 'his', 'throat', 'and', 'launched', 'back', 'into', 'the', 'story', '.']","[1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
10170,"['""', 'Now', 'this', 'amulet', 'was', 'worth', 'a', 'whole', 'bucket', 'of', 'gold', 'nobles', ',', 'but', 'on', 'account', 'of', 'Taborlin', ""'s"", 'kindness', ',', 'the', 'tinker', 'sold', 'it', 'to', 'him', 'for', 'nothing', 'but', 'an', 'iron', 'penny', ',', 'a', 'copper', 'penny', ',', 'and', 'a', 'silver', 'penny', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
10171,"['It', 'was', 'black', 'as', 'a', 'winter', 'night', 'and', 'cold', 'as', 'ice', 'to', 'touch', ',', 'but', 'so', 'long', 'as', 'it', 'was', 'round', 'his', 'neck', ',', 'Taborlin', 'would', 'be', 'safe', 'from', 'the', 'harm', 'of', 'evil', 'things', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
10172,"['Demons', 'and', 'such', '.', '""']","[0, 0, 0, 0, 0]"
10173,"['""', 'I', ""'d"", 'give', 'a', 'good', 'piece', 'for', 'such', 'a', 'thing', 'these', 'days', ',', '""']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
10174,"['Shep', 'said', 'darkly', '.']","[1, 0, 0, 0]"
10175,"['He', 'had', 'drunk', 'most', 'and', 'talked', 'least', 'over', 'the', 'course', 'of', 'the', 'evening', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
10176,"['Everyone', 'knew', 'that', 'something', 'bad', 'had', 'happened', 'out', 'on', 'his', 'farm', 'last', 'Cendling', 'night', ',', 'but', 'since', 'they', 'were', 'good', 'friends', 'they', 'knew', 'better', 'than', 'to', 'press', 'him', 'for', 'the', 'details', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
10177,"['At', 'least', 'not', 'this', 'early', 'in', 'the', 'evening', ',', 'not', 'as', 'sober', 'as', 'they', 'were', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
10178,"['""', 'Aye', ',', 'who', 'would', ""n't"", '?', '""']","[0, 0, 0, 0, 0, 0, 0, 0]"
10179,"['Old', 'Cob', 'said', 'judiciously', ',', 'taking', 'a', 'long', 'drink', '.']","[1, 2, 0, 0, 0, 0, 0, 0, 0, 0]"
10180,"['""', 'I', 'di', ""n't"", 'know', 'the', 'Chandrian', 'were', 'demons', ',', '""']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
10181,"['the', 'boy', 'said', '.']","[0, 0, 0, 0]"
10182,"['""', 'I', ""'d"", 'heard', '--', '""']","[0, 0, 0, 0, 0, 0]"
10183,"['""', 'They', 'ai', ""n't"", 'demons', ',', '""']","[0, 0, 0, 0, 0, 0, 0]"
10184,"['Jake', 'said', 'firmly', '.']","[1, 0, 0, 0]"
10185,"['""', 'They', 'were', 'the', 'first', 'six', 'people', 'to', 'refuse', 'Tehlu', ""'s"", 'choice', 'of', 'the', 'path', ',', 'and', 'he', 'cursed', 'them', 'to', 'wander', 'the', 'corners', '--', '""']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
10186,"['""', 'Are', 'you', 'telling', 'this', 'story', ',', 'Jacob', 'Walker', '?', '""']","[0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0]"
10187,"['Cob', 'said', 'sharply', '.']","[1, 0, 0, 0]"
10188,"['""', 'Cause', 'if', 'you', 'are', ',', 'I', ""'ll"", 'just', 'let', 'you', 'get', 'on', 'with', 'it', '.', '""']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
10189,"['The', 'two', 'men', 'glared', 'at', 'each', 'other', 'for', 'a', 'long', 'moment', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
10190,"['Eventually', 'Jake', 'looked', 'away', ',', 'muttering', 'something', 'that', 'could', ',', 'conceivably', ',', 'have', 'been', 'an', 'apology', '.']","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
10191,"['Cob', 'turned', 'back', 'to', 'the', 'boy', '.']","[1, 0, 0, 0, 0, 0, 0]"
10192,"['""', 'That', ""'s"", 'the', 'mystery', 'of', 'the', 'Chandrian', ',', '""']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
10193,"['he', 'explained', '.']","[0, 0, 0]"
10194,"['""', 'Where', 'do', 'they', 'come', 'from', '?']","[0, 0, 0, 0, 0, 0, 0]"
10195,"['Where', 'do', 'they', 'go', 'after', 'they', ""'ve"", 'done', 'their', 'bloody', 'deeds', '?']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
10196,"['Are', 'they', 'men', 'who', 'sold', 'their', 'souls', '?']","[0, 0, 0, 0, 0, 0, 0, 0]"
10197,"['Demons', '?']","[0, 0]"
10198,"['Spirits', '?']","[0, 0]"
10199,"['No', 'one', 'knows', '.', '""']","[0, 0, 0, 0, 0]"
10200,"['Cob', 'shot', 'Jake', 'a', 'profoundly', 'disdainful', 'look', '.']","[1, 0, 1, 0, 0, 0, 0, 0]"
10201,"['""', 'Though', 'every', 'half-wit', 'claims', 'he', 'knows', '...', '.', '""']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
10202,"['The', 'story', 'fell', 'further', 'into', 'bickering', 'at', 'this', 'point', ',', 'about', 'the', 'nature', 'of', 'the', 'Chandrian', ',', 'the', 'signs', 'that', 'showed', 'their', 'presence', 'to', 'the', 'wary', ',', 'and', 'whether', 'the', 'amulet', 'would', 'protect', 'Taborlin', 'from', 'bandits', ',', 'or', 'mad', 'dogs', ',', 'or', 'falling', 'off', 'a', 'horse', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
10203,"['Things', 'were', 'getting', 'heated', 'when', 'the', 'front', 'door', 'banged', 'open', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
10204,"['Jake', 'looked', 'over', '.']","[1, 0, 0, 0]"
10205,"['""', 'It', ""'s"", 'about', 'time', 'you', 'got', 'in', ',', 'Carter', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
10206,"['Tell', 'this', 'damn', 'fool', 'the', 'difference', 'between', 'a', 'demon', 'and', 'a', 'dog', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
10207,"['Everybody', 'kn', '--', '""']","[0, 0, 0, 0]"
10208,"['Jake', 'stopped', 'midsentence', 'and', 'rushed', 'to', 'the', 'door', '.']","[1, 0, 0, 0, 0, 0, 0, 0, 0]"
10209,"['""', 'God', ""'s"", 'body', ',', 'what', 'happened', 'to', 'you', '?', '""']","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
10210,"['Carter', 'stepped', 'into', 'the', 'light', ',', 'his', 'face', 'pale', 'and', 'smeared', 'with', 'blood', '.']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
10211,"['He', 'clutched', 'an', 'old', 'saddle', 'blanket', 'to', 'his', 'chest', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
10212,"['It', 'was', 'an', 'odd', ',', 'awkward', 'shape', ',', 'as', 'if', 'it', 'were', 'wrapped', 'around', 'a', 'tangle', 'of', 'kindling', 'sticks', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
10213,"['His', 'friends', 'jumped', 'off', 'their', 'stools', 'and', 'hurried', 'over', 'at', 'the', 'sight', 'of', 'him', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
10214,"['""', 'I', ""'m"", 'fine', ',', '""']","[0, 0, 0, 0, 0, 0]"
10215,"['he', 'said', 'as', 'he', 'made', 'his', 'slow', 'way', 'into', 'the', 'common', 'room', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
10216,"['His', 'eyes', 'were', 'wild', 'around', 'the', 'edges', ',', 'like', 'a', 'skittish', 'horse', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
10217,"['""', 'I', ""'m"", 'fine', '.']","[0, 0, 0, 0, 0]"
10218,"['I', ""'m"", 'fine', '.', '""']","[0, 0, 0, 0, 0]"
10219,"['He', 'dropped', 'the', 'bundled', 'blanket', 'onto', 'the', 'nearest', 'table', 'where', 'it', 'knocked', 'hard', 'against', 'the', 'wood', ',', 'as', 'if', 'it', 'were', 'full', 'of', 'stones', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
10220,"['His', 'clothes', 'were', 'crisscrossed', 'with', 'long', ',', 'straight', 'cuts', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
10221,"['His', 'grey', 'shirt', 'hung', 'in', 'loose', 'tatters', 'except', 'where', 'it', 'was', 'stuck', 'to', 'his', 'body', ',', 'stained', 'a', 'dark', ',', 'sullen', 'red', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
10222,"['Graham', 'tried', 'to', 'ease', 'him', 'into', 'a', 'chair', '.']","[1, 0, 0, 0, 0, 0, 0, 0, 0]"
10223,"['""', 'Mother', 'of', 'God', '.']","[0, 0, 0, 1, 0]"
10224,"['Sit', 'down', ',', 'Carter', '.']","[0, 0, 0, 1, 0]"
10225,"['What', 'happened', 'to', 'you', '?']","[0, 0, 0, 0, 0]"
10226,"['Sit', 'down', '.', '""']","[0, 0, 0, 0]"
10227,"['Carter', 'shook', 'his', 'head', 'stubbornly', '.']","[1, 0, 0, 0, 0, 0]"
10228,"['""', 'I', 'told', 'you', ',', 'I', ""'m"", 'fine', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0]"
10229,"['I', ""'m"", 'not', 'hurt', 'that', 'bad', '.', '""']","[0, 0, 0, 0, 0, 0, 0, 0]"
10230,"['""', 'How', 'many', 'were', 'there', '?', '""']","[0, 0, 0, 0, 0, 0, 0]"
10231,"['Graham', 'said', '.']","[1, 0, 0]"
10232,"['""', 'One', ',', '""']","[0, 0, 0, 0]"
10233,"['Carter', 'said', '.']","[1, 0, 0]"
10234,"['""', 'But', 'it', ""'s"", 'not', 'what', 'you', 'think', '--', '""']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
10235,"['""', 'Goddammit', '.']","[0, 0, 0]"
10236,"['I', 'told', 'you', ',', 'Carter', ',', '""']","[0, 0, 0, 0, 1, 0, 0]"
